,positionName,companyFullName,salary,city,companySize,workYear,education,industryField,formatCreateTime
8,golang/讲师,北京奥鹏远程教育中心有限公司,15K-25K,北京,50-150人,3-5年,不限,"移动互联网,教育",2018-03-12
9,Go语言开发,深圳市新华云帆科技有限公司,15k-20k,深圳,150-500人,3-5年,本科,数据服务,2018-03-13
10,Go语言开发工程师,杭州顺网科技股份有限公司,15k-25k,杭州,500-2000人,3-5年,本科,"游戏,文化娱乐",2018-02-22
11,Golang开发工程师,上海基分文化传播有限公司,15k-30k,上海,500-2000人,1-3年,大专,移动互联网,2018-03-13
12,Golang工程师,西安逆袭网络科技有限公司,10k-20k,西安,50-150人,3-5年,本科,"移动互联网,社交网络",2018-02-27
13,go语言工程师,北京微事博软件有限公司,20k-30k,北京,15-50人,3-5年,本科,"企业服务,数据服务",2018-03-13
14,Go 开发工程师,北京美餐巧达科技有限公司,15k-30k,北京,500-2000人,1-3年,本科,电子商务,2018-03-12
0,Golang开发工程师,凤凰飞扬（北京）新媒体信息技术有限公司,15k-25k,北京,2000人以上,不限,本科,移动互联网,2018-03-12
1,golang开发工程师,上海基分文化传播有限公司,15k-30k,上海,500-2000人,3-5年,大专,移动互联网,2018-03-13
2,GO开发工程师,前海煦逸信息技术（深圳）有限公司,10k-20k,上海,500-2000人,1-3年,大专,"电子商务,生活服务",2018-03-12
3,Golang开发工程师,深圳开黑科技有限公司,12k-22k,深圳,50-150人,1-3年,大专,"移动互联网,文化娱乐",2018-03-12
4,Go(Golang),探探科技（北京）有限公司,25k-45k,北京,150-500人,3-5年,本科,"移动互联网,社交网络",2018-03-06
5,Golang开发工程师,奥琦玮信息科技（北京）有限公司,25k-30k,北京,150-500人,5-10年,本科,"移动互联网,O2O",2018-03-13
6,golang开发工程师,西安圣点世纪科技有限公司,8k-12k,西安,150-500人,1-3年,本科,移动互联网,2018-03-13
7,golang开发工程师,精硕科技（北京）股份有限公司,20k-40k,北京,500-2000人,3-5年,本科,数据服务,2018-03-12
8,Golang开发工程师,广州市悄悄科技有限公司,20k-28k,广州,50-150人,3-5年,本科,"移动互联网,社交网络",2018-03-13
9,手百go研发工程师,百度在线网络技术（北京）有限公司,15k-30k,北京,2000人以上,1-3年,本科,"移动互联网,数据服务",2018-03-12
10,Golang工程师,北京多来点信息技术有限公司,15k-30k,北京,500-2000人,1-3年,本科,"移动互联网,O2O",2018-03-13
11,Golang开发工程师,美的集团财务有限公司,15k-30k,佛山,150-500人,1-3年,本科,金融,2018-03-06
12,Go工程师,深圳复临科技有限公司,15k-25k,深圳,15-50人,1-3年,本科,"移动互联网,企业服务",2018-03-13
13,golang开发工程师,广州市顶域科技有限公司,6k-12k,广州,50-150人,1-3年,大专,移动互联网,2018-03-12
14,Golang开发工程师,北京轻松筹网络科技有限公司,25k-45k,北京,150-500人,3-5年,大专,"移动互联网,金融",2018-03-13
0,Golang开发工程师,北京嘀嘀无限科技发展有限公司,20k-40k,北京,2000人以上,3-5年,本科,移动互联网,2018-03-07
1,Golang开发工程师,上海幻电信息科技有限公司,15k-30k,上海,500-2000人,1-3年,本科,"移动互联网,文化娱乐",2018-03-13
2,Golang工程师,深圳市客路网络科技有限公司,12k-20k,深圳,150-500人,3-5年,本科,"移动互联网,旅游",2018-03-13
3,golang工程师,深圳市华宇讯科技有限公司,15k-25k,深圳,500-2000人,3-5年,本科,"移动互联网,电子商务",2018-03-13
4,高级Go工程师,北京数猎天下科技有限公司,18k-36k,北京,15-50人,3-5年,本科,"数据服务,企业服务",2018-03-13
5,GO/Golang,北京老柚多汁互联网信息服务有限公司,15k-30k,北京,少于15人,1-3年,本科,"移动互联网,社交网络",2018-03-09
6,Go开发工程师,四川有乐信息技术有限公司,8k-14k,成都,15-50人,1-3年,不限,移动互联网,2018-03-12
7,资深Go/Golang开发工程师,飞维美地信息技术（北京）有限公司,26k-34k,北京,500-2000人,3-5年,本科,"企业服务,数据服务",2018-03-13
8,golang工程师,先人掌信息科技（上海）有限公司,18k-25k,上海,少于15人,3-5年,本科,移动互联网,2018-03-13
9,Go开发工程师,深圳点点趣科技有限公司,12k-18k,深圳,15-50人,3-5年,本科,"移动互联网,社交网络",2018-03-13
10,Golang开发工程师,北京云联万维技术有限公司,30k-50k,北京,15-50人,3-5年,本科,"移动互联网,数据服务",2018-03-06
11,手百go研发工程师,百度在线网络技术（北京）有限公司,20k-40k,北京,2000人以上,不限,本科,"移动互联网,数据服务",2018-03-13
12,Golang工程师,北京云思畅想科技有限公司,15k-30k,北京,50-150人,不限,本科,"企业服务,数据服务",2018-03-12
13,Golang软件工程师,上海蜂电网络科技有限公司,12K-20K,上海,50-150人,3-5年,本科,"硬件,移动互联网",2018-03-12
14,GO开发工程师,武汉掌中宝网络科技有限公司,10k-20k,武汉,50-150人,1-3年,大专,"移动互联网,游戏",2018-03-09
0,Golang工程师,深圳市华宇讯科技有限公司,15k-25k,深圳,500-2000人,3-5年,本科,"移动互联网,电子商务",2018-03-13
1,Golang工程师,你好世界（北京）科技有限公司,20k-35k,北京,15-50人,1-3年,本科,移动互联网,2018-03-09
2,Go开发工程师,杭州电魂网络科技股份有限公司,15k-25k,杭州,500-2000人,1年以下,本科,游戏,2018-03-13
3,golang开发工程师,临沂市新商网络技术有限公司,20k-40k,临沂,50-150人,不限,本科,"移动互联网,电子商务",2018-03-13
4,GO开发工程师,新浪网技术（中国）有限公司,15k-30k,北京,2000人以上,1-3年,本科,文化娱乐,2018-03-12
5,Golang工程师,北京华夏亨元科技有限公司,15k-30k,北京,15-50人,1-3年,本科,"企业服务,数据服务",2018-03-10
6,GO中级工程师,智线云科技（北京）有限公司,8k-12k,廊坊,50-150人,1-3年,本科,"移动互联网,数据服务",2018-03-13
7,Python/Golang开发工程师,北京陌上花科技有限公司,20k-40k,北京,50-150人,1-3年,本科,移动互联网,2018-03-13
8,Golang开发工程师,浙江金科文化产业股份有限公司,8k-15k,广州,150-500人,1-3年,大专,移动互联网,2018-03-12
9,go语言开发工程师,奇虎360科技有限公司,15k-25k,北京,2000人以上,3-5年,不限,"移动互联网,游戏",2018-02-28
10,GO语言工程师,上海信砥信息科技有限公司,15k-25k,上海,15-50人,1-3年,本科,"信息安全,数据服务",2018-03-13
11,Golang开发工程师,上海竟跃网络科技有限公司,15k-30k,上海,50-150人,1-3年,本科,移动互联网,2018-03-13
12,Golang 开发工程师,环球时报在线（北京）文化传播有限公司,15k-30k,北京,150-500人,不限,本科,文化娱乐,2018-03-12
13,Golang工程师,天津益阳煜赢网络科技有限公司,20k-40k,北京,50-150人,不限,本科,"O2O,金融",2018-03-12
14,GO 高级工程师,北京有链科技有限公司,18k-36k,北京,50-150人,1-3年,本科,"移动互联网,社交网络",2018-03-13
0,Go 中级工程师,智线云科技（北京）有限公司,8k-15k,武汉,50-150人,1-3年,本科,"移动互联网,数据服务",2018-03-13
1,资深GO开发工程师,武汉斗鱼网络科技有限公司,20k-35k,北京,2000人以上,3-5年,本科,移动互联网,2018-03-13
2,Golang技术专家,上海简米网络科技有限公司,25k-40k,上海,50-150人,3-5年,大专,"企业服务,金融",2018-03-13
3,微服务开发工程师_GO,达闼科技（北京）有限公司,15k-30k,北京,150-500人,3-5年,本科,移动互联网,2018-03-13
4,Golang高级开发工程师,乐惠（北京）科技有限公司,15k-30k,北京,150-500人,3-5年,本科,"移动互联网,电子商务",2018-03-13
5,Go,上海爱可生信息技术股份有限公司,10k-20k,上海,150-500人,不限,本科,数据服务,2018-03-12
6,Golang,杭州涂鸦信息技术有限公司,15k-25k,杭州,150-500人,1-3年,本科,"移动互联网,硬件",2018-03-06
7,golang开发工程师,史蒂夫软件（深圳）有限公司,15k-30k,深圳,150-500人,3-5年,本科,游戏,2018-02-27
8,Golang开发工程师,赤子城网络技术（北京）有限公司,15k-30k,北京,150-500人,3-5年,本科,"移动互联网,游戏",2018-03-07
9,Golang开发工程师,深圳市财鸟汇网络科技有限公司,15k-25k,深圳,15-50人,3-5年,不限,金融,2018-03-12
10,Golang开发工程师,北京天广汇通科技有限公司,15k-30k,北京,50-150人,3-5年,本科,"信息安全,数据服务",2018-02-22
11,资深Golang开发工程师,上海竟跃网络科技有限公司,25k-50k,上海,50-150人,3-5年,本科,移动互联网,2018-03-13
12,Go语言开发工程师（高级）,深圳虾皮信息科技有限公司,30k-50k,深圳,2000人以上,3-5年,本科,电子商务,2018-03-13
13,高级golang开发工程师,上海晓信信息科技有限公司,20k-40k,上海,150-500人,3-5年,本科,"移动互联网,教育",2018-03-12
14,Golang高级研发工程师J10455,北京达佳互联信息技术有限公司,15k-30k,北京,500-2000人,3-5年,本科,移动互联网,2018-02-27
0,Go 中级工程师,智线云科技（北京）有限公司,8k-12k,廊坊,50-150人,1-3年,本科,"移动互联网,数据服务",2018-03-13
1,Golang高级工程师,乐惠（北京）科技有限公司,15k-30k,北京,150-500人,3-5年,本科,"移动互联网,电子商务",2018-03-13
