,positionName,companyFullName,salary,city,companySize,workYear,education,industryField,formatCreateTime
3,Java工程师,金色家园网络科技有限公司,15k-25k,北京,2000人以上,3-5年,本科,O2O,2018-03-13
4,JAVA开发工程师,深圳市博悦科创科技有限公司,9k-17k,深圳,500-2000人,3-5年,大专,移动互联网,2018-03-13
5,Java工程师,深圳市紫川软件有限公司,11k-15k,深圳,500-2000人,3-5年,大专,"电子商务,金融",2018-03-13
6,Java工程师,北京瓴岳信息技术有限公司,15k-30k,北京,150-500人,1-3年,本科,"移动互联网,金融",2018-03-13
7,java开发工程师,上海海万信息科技股份有限公司,10k-15k,上海,500-2000人,3-5年,大专,"移动互联网,金融",2018-03-13
8,JAVA,深圳讴谱科技有限公司,12k-24k,深圳,15-50人,3-5年,本科,信息安全 数据服务,2018-03-13
9,Java开发工程师,广州极创信息科技有限公司,10k-15k,广州,50-150人,1-3年,大专,"移动互联网,O2O",2018-03-13
10,JAVA开发工程师,武汉佰钧成技术有限责任公司,8k-16k,天津,2000人以上,3-5年,不限,移动互联网,2018-03-13
11,java工程师,北京思维造物信息科技有限公司,25k-40k,北京,150-500人,3-5年,本科,"移动互联网,文化娱乐",2018-03-12
12,java研发工程师,易宝支付有限公司,18k-25k,北京,500-2000人,3-5年,本科,"移动互联网,金融",2018-02-27
13,java开发工程师,杭州观数信息科技有限公司,14k-28k,杭州,15-50人,3-5年,本科,"企业服务,数据服务",2018-03-13
14,Java开发工程师,深圳市金证科技股份有限公司,14k-18k,上海,2000人以上,3-5年,本科,金融,2018-03-13
0,Java开发工程师,北京三快在线科技有限公司,20k-40k,北京,2000人以上,3-5年,本科,"移动互联网,O2O",2018-03-07
1,Java开发,上海泛微网络科技股份有限公司,13k-18k,上海,2000人以上,3-5年,本科,"移动互联网,企业服务",2018-03-13
2,Java开发工程师,北京京东世纪贸易有限公司,15k-30k,北京,2000人以上,3-5年,本科,电子商务,2018-03-07
3,Java工程师,金色家园网络科技有限公司,14k-22k,北京,2000人以上,3-5年,本科,O2O,2018-03-13
4,java开发工程师,上海海万信息科技股份有限公司,10k-15k,上海,500-2000人,3-5年,本科,"移动互联网,金融",2018-03-13
5,Java开发工程师,深圳市博悦科创科技有限公司,10k-17k,深圳,500-2000人,3-5年,大专,移动互联网,2018-03-13
6,JAVA开发工程师,竞技世界（北京）网络技术有限公司,20k-40k,北京,500-2000人,5-10年,本科,"移动互联网,游戏",2018-03-13
